ID,f1,f2,cls
1237662264859492536,0.914457821169,0.194446251392,0
1237667227692236851,0.923735522548,0.191648111921,0
1237670965928656968,0.9057478487,0.0844754283564,0
1237658492805775568,1.04680908216,0.100445497778,0
1237671764245872737,0.9015180787,0.166624590328,0
1237658203436744710,0.996074449489,0.171194216632,0
1237663531326308412,0.82568793143,0.114247973655,0
1237651714264137749,0.873625551071,0.155060913545,0
1237661434320519497,1.04628346479,0.177954845581,0
1237657071158952076,0.985109695554,0.129946362214,0
1237680243061686418,0.931392859333,0.259465414608,0
1237661356466569360,0.894444576984,0.0345060807776,0
1237668706762686483,0.865296875227,0.164596123229,0
1237674651003453646,0.921358709818,0.221689582703,0
1237648704577011837,1.11404185465,0.238577536239,0
1237674371825467802,1.06904238234,0.213629585026,0
1237671941433725164,0.934191256669,0.334267347684,0
1237667911132446818,0.934012577058,0.180366696194,0
1237671125372502053,0.998854654987,0.203591757178,0
1237661211506638947,0.952716586775,0.188362519493,0
1237664670055137310,1.4376851065,0.205683571445,0
1237658299518485178,1.00224826749,0.322948531227,0
1237664667903328366,0.901594453775,0.20255106939,0
1237661434307805200,0.971173192563,0.209735667394,0
1237678596461167090,0.996699614976,0.351513451862,0
1237659148852002927,0.950064802172,0.162554523044,0
1237670459120222545,0.96526477292,0.271111464232,0
1237671938737242416,0.957530872061,0.241197587487,0
1237668271895740484,0.923248612036,0.108099956357,0
1237654627322495128,1.04905512302,0.264783538458,0
1237654030324203563,1.09582972376,0.318537953071,0
1237662300840722539,0.890230376183,0.118911572054,0
1237657596222112112,1.01458511725,0.292865470789,0
1237664295297417223,1.07219221568,0.202094871016,0
1237654392180900062,1.04325685419,0.296465682134,0
1237661852533653638,1.01216528371,0.235110025294,0
1237652901310759043,0.988218526261,0.266636441558,0
1237662239091130544,0.969711138159,0.193460183964,0
1237663531328536771,0.983660512007,0.287849119999,0
1237666210313142553,0.883698902285,0.170492985081,0
1237667549269786646,1.03739712554,0.0603032653205,0
1237674649924927541,1.04854292686,0.232023211484,0
1237671940334878837,1.1526110869,0.0976845940884,0
1237655108896882693,1.04655587659,0.173862907924,0
1237662237485367306,0.869967660831,0.187992217116,0
1237665536003014728,0.88157914841,0.183912467126,0
1237662336794755172,0.910386605384,0.17295842343,0
1237651250941591734,1.03300422205,0.185712837009,0
1237666463729975330,0.901634135099,0.053987012143,0
1237668590261239981,0.94706290806,0.200938246696,0
1237657774471839843,1.02132902901,0.154391434027,0
1237667783914487826,0.928963695609,0.190274749306,0
1237665178447970442,0.887642966379,0.141101894732,0
1237665330933006342,0.874700831945,0.163137561324,0
1237673757115154752,1.09223826367,0.181667284602,0
1237654600495333556,1.09314364219,0.0967094737325,0
1237658493886070917,0.94085937037,0.155262265807,0
1237668730920108316,0.897365365621,0.227367616397,0
1237654400763887845,1.11386928573,0.222337152091,0
1237667212138119366,0.923903950387,0.169036018292,0
1237651538725437687,0.798669339461,0.139442453118,0
1237668585435627576,0.936593896685,0.0664912969801,0
1237673807573550464,1.07234593496,0.17660048315,0
1237671129659146324,0.920879223065,0.169943913783,0
1237674368067895601,0.965012671155,0.295691475686,0
1237658191078490297,0.988529316136,0.287738598672,0
1237661950271095013,0.962692607251,0.203482150616,0
1237664669519380571,0.989799662222,0.170649172159,0
1237657769635938389,0.930021117113,0.0999236731533,0
1237659932148892738,1.02849068028,0.210868039972,0
1237657776072360135,1.19776122067,0.235216936868,0
1237654950525665450,0.924919222825,0.159761097682,0
1237651272970993808,1.02103567325,0.18943965459,0
1237662224087187519,0.895080638491,0.151495547848,0
1237654400764018785,0.961202226094,0.160882147511,0
1237651540336836653,0.990212752067,0.033703834021,0
1237663233375273258,0.857532292567,0.155086803449,0
1237674366453284887,0.98452731546,0.256986365832,0
1237657630048911382,0.905073426606,0.159563618774,0
1237671991875403796,0.870658425113,0.12749748717,0
1237664289387970689,0.922652391783,0.191502294646,0
1237657606966739009,0.993496523365,0.255602061757,0
1237672025169399613,0.933952670576,0.209432085413,0
1237665583262466183,0.986052597771,0.145458838067,0
1237651715337683076,1.05356460571,0.100886178169,0
1237667912736768076,0.943634015084,0.183788876445,0
1237655108918116466,0.908276397382,0.204979876562,0
1237666308558880822,1.01357922889,0.210180787528,0
1237661070851440739,1.09293030727,0.176232983527,0
1237662193447600227,1.01038137035,0.205194676385,0
1237651539251822754,1.42802409566,0.182514214533,0
1237659324947628124,0.954656306495,0.176123484777,0
1237667536920314021,1.09068099459,0.205631012245,0
1237663783671300203,0.867928815891,0.18026629704,0
1237665532260188277,0.860740040119,0.117616006722,0
1237651225708462187,0.835831154953,0.127589299651,0
1237667211585061033,0.936308688319,0.198513095889,0
1237667255609720895,1.05752516668,0.1626451004,0
1237671688005156977,0.931692384588,0.120032030197,0
1237661068717785141,0.979009721821,0.138504765543,0
1237663272554135590,1.03266709538,0.28200958295,0
1237665440978501764,0.832188419629,0.134085003811,0
1237655503501328481,0.868139812245,0.125766231042,0
1237661949177626721,0.974533749467,0.0421213170687,0
1237661068179341356,0.939711463948,0.171538168423,0
1237655471822472194,0.89032482238,0.184995712267,0
1237658492796141651,0.965981177775,0.352849215975,0
1237657857674248322,0.951723674751,0.209689950722,0
1237674290756583685,1.09175132109,0.240657919306,0
1237654670273151049,1.07353015842,0.178521599886,0
1237662663205322890,0.820579555004,0.0387063471355,0
1237674649393037466,0.996609829769,0.191320000958,0
1237663783667433605,0.93690841511,0.15099978992,0
1237667252923990149,0.96341816979,0.215352630579,0
1237651190813687863,0.944265868361,0.16763964269,0
1237660765369729421,1.09690616971,0.321025757679,0
1237662264329765097,1.092325638,0.20174633808,0
1237674475439390852,0.929361884958,0.108388241849,0
1237667538549735477,1.03224480009,0.207025999385,0
1237660584982741042,0.880980639283,0.23895344946,0
1237661465994723462,1.26527988662,0.124761904931,0
1237667783357563029,0.969164917851,0.179750578179,0
1237666209243070612,0.954831314997,0.0795090000176,0
1237673706652172583,0.986339371043,0.0405966055035,0
1237663783131938872,1.13841022798,0.202808570976,0
1237661976548278328,0.842323997111,0.14006742177,0
1237651539242189001,0.960099242337,0.185862480459,0
1237671257982829268,0.773325032492,0.229518196632,0
1237665442072166485,0.923275882788,0.209526704781,0
1237660583369638102,1.1191546278,0.199839419589,0
1237665429168062591,0.933708607133,0.172898144812,0
1237680312310169734,0.963192665573,0.258487520346,0
1237663655878983756,1.09741375547,0.200495576673,0
1237664667366654094,0.880415001051,0.148276748768,0
1237667430093881483,0.991180457193,0.254475872739,0
1237650795672961618,1.00878104052,0.207486798524,0
1237652944247324715,0.887397064886,0.1731125162,0
1237665531174649875,0.907020986614,0.133407745463,0
1237667429547180111,0.868516813181,0.185047274499,0
1237653441913552933,0.959442659738,0.167268371255,0
1237652900212572196,0.869538390795,0.0990434804211,0
1237657071697199254,0.935471684462,0.222305010157,0
1237654652570828902,0.987525771683,0.187829575363,0
1237654605330645070,0.934482354974,0.160246104458,0
1237649964068110412,0.922828224428,0.166361626489,0
1237661812809990194,0.987008353613,0.254465754577,0
1237652615668236303,0.955561443434,0.1792005425,0
1237670458576404652,1.05247678779,0.183248065476,0
1237661063871660375,0.897676319373,0.282668122193,0
1237665103286304879,0.945149266731,0.148752259148,0
1237661851456176319,1.12370248152,0.1258464774,0
1237661361840848922,0.875448556494,0.192407518979,0
1237660615047315578,0.989397487905,0.235190354264,0
1237652616743026905,0.841067967843,0.169370911439,0
1237656243303219580,0.93162001006,0.101097070003,0
1237661872952574052,0.925555192565,0.108721596586,0
1237668290158723203,0.918395516348,0.127321586308,0
1237648704579764384,0.849511484699,0.139993984935,0
1237659326566367393,1.00603200296,0.180042069308,0
1237665180599648363,0.95211969251,0.169068812511,0
1237673706111762825,1.00003380768,0.248215556022,0
1237654392180375695,1.01733691662,0.154980077117,0
1237666273661026469,1.01680185439,0.214121850154,0
1237664091830681760,0.976617351535,0.0337614318852,0
1237659326024974361,1.05861611145,0.0792187333287,0
1237661383309590838,1.0391392012,0.240151942994,0
1237665328776872000,0.97624824203,0.15326239202,0
1237671123754876943,0.878045046954,0.148846984783,0
1237658492275654770,0.991060688338,0.197719756955,0
1237664879950758029,0.977284394666,0.212553964862,0
1237667212127436848,0.851129092882,0.14686814171,0
1237649962459726014,0.804141655497,0.1148981984,0
1237665351854522566,0.929310302596,0.212531036961,0
1237667550341824701,0.904645887641,0.156653005413,0
1237662474236527166,1.15440426126,0.147050726113,0
1237652949065728067,0.937744149145,0.158946080511,0
1237666407916437622,0.846835444906,0.0194535524558,0
